date,index,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,generatedCoins,activeAddresses,medianFee,averageDifficulty,paymentCount,blockCount,blockSize
2016-01-31,621,423,5562150,0.511871,43787,27.2546898925,10163.4046488,11764,0.04,886921517837,4754,1407,1839579
2016-02-01,622,402,5291940,0.486532,42354,23.7848571241,9854.67617479,10565,0.0398272757265,806690706411,4612,1366,1493585
2016-02-02,623,488,5479010,0.503276,20583,39.5950104805,10179.4446621,14855,0.07,789807343599,4650,1414,3144539
2016-02-03,624,401,5461780,0.501236,26092,24.6836487867,9799.71544051,12869,0.04,731281649137,4508,1362,1788627
2016-02-04,625,530,5397650,0.494891,31220,31.5251864798,10612.3303537,16305,0.0326147029125,752472117001,5686,1477,2356325
2016-02-05,626,401,5531990,0.506717,49762,25.5540936349,9959.52403492,10749,0.039452940597,774041584966,4624,1388,1607317
2016-02-06,627,379,5394270,0.49366,35794,24.2139685759,9973.88471749,11203,0.036986735448,746297409863,4638,1392,1657284
2016-02-07,628,636,5295570,0.484194,53520,29.8142035279,10260.3547542,16742,0.0210959638635,719388836547,5348,1434,2206169
2016-02-08,629,335,5235370,0.478246,30834,23.062610499,10233.90544,10298,0.05689910543,744598843815,4163,1432,1537201
2016-02-09,630,352,5277410,0.481638,39705,23.5618071684,10090.491616,11176,0.05,738069974453,4158,1414,1720746
2016-02-10,631,524,5097630,0.464797,52572,33.7596433699,10288.2941169,15244,0.0364336,783024281754,5597,1444,2526527
2016-02-11,632,539,5260650,0.479195,227183,39.2141266254,10069.5214132,17662,0.05,818058765895,5168,1415,2428671
2016-02-12,633,453,5688740,0.517753,173507,24.3924243676,9936.99731756,12415,0.032386407095,762050499516,4780,1398,1684220
2016-02-13,634,1085,6657360,0.60533,1044850,104.317851698,10085.1364854,38814,0.09,757747240569,7616,1424,7641510
2016-02-14,635,744,8863020,0.805152,564309,52.9102868798,10280.2067679,23351,0.0359636761755,791558334273,6463,1451,3775365
2016-02-15,636,837,9108640,0.826702,450366,46.5982784271,9906.31712567,20214,0.02661727524,826004707757,6029,1400,2988608
2016-02-16,637,882,8732960,0.791869,846371,72.1552370849,10029.2504697,32710,0.06,787442625259,7457,1421,5126708
2016-02-17,638,724,10508400,0.952018,623116,50.5468893243,10114.50986,17805,0.04,805994795738,6650,1433,3419354
2016-02-18,639,460,8088710,0.732115,220495,30.8632095544,9897.65572026,12405,0.0395100078225,789834866175,4805,1404,1780971
2016-02-19,640,477,8569200,0.774915,199937,31.8241283532,9884.25048157,12951,0.04,806963654838,4826,1404,2249671
2016-02-20,641,539,9170240,0.828511,308919,33.8407986438,9674.69585058,14704,0.0377955279935,730766011065,5347,1376,2036480
2016-02-21,642,645,9108810,0.822279,180109,32.5568958133,10089.7739482,15036,0.028453090926,792621211937,6075,1437,2052614
2016-02-22,643,575,8644680,0.77964,131583,35.3491609917,10036.9397633,13249,0.043093255736,817122883967,5503,1432,2196253
2016-02-23,644,470,8659060,0.780228,81027,27.9030587572,9894.20723399,14814,0.03,800684417679,4801,1413,1991753
2016-02-24,645,527,8412300,0.757318,121771,37.2088637771,9691.19252127,16967,0.05,823042110045,5205,1386,2369080
2016-02-25,646,518,8966000,0.806463,234953,34.0728072232,10062.8729129,16996,0.0453086221835,799167590.96,5110,1441,2330367
2016-02-26,647,490,8971020,0.806193,75396,33.5229560804,9829.44908944,13632,0.047434011836,846743754241,4875,1410,2283113
2016-02-27,648,492,9136830,0.820387,101882,37.3053580293,9775.23630272,16364,0.0678656999315,831274898141,4665,1404,2581924
2016-02-28,649,428,9239080,0.828838,145400,27.0004028055,9702.43900803,13438,0.034466304941,819243430323,4648,1395,1916125
2016-02-29,650,615,9709570,0.870271,136190,35.8475976102,9618.85165394,16245,0.03,779062163594,5921,1385,2384369
2016-03-01,651,548,9715260,0.870027,204620,37.340959038,9933.08900753,18194,0.04,778274538441,5556,1432,2757685
2016-03-02,652,492,9459500,0.846396,127689,29.0742678412,9657.90917551,12407,0.04,772019350207,4903,1394,1967513
2016-03-03,653,861,9215560,0.823845,782236,67.6913972944,9902.66223939,27638,0.06,793391723424,6635,1433,4739672
2016-03-04,654,1190,12255400,1.09,822636,113.340754661,9750.77249123,50031,0.1,797162204385,11110,1414,8744420
2016-03-05,655,1262,12335200,1.1,1150340,100.151456228,9915.95889142,38092,0.07,792689719847,8878,1442,7127141
2016-03-06,656,876,13405300,1.2,912620,63.7960169205,9364.93589222,22480,0.06,782903561007,6174,1362,4589340
2016-03-07,657,783,13540700,1.21,514730,67.7512684274,10116.9956464,32164,0.06,832482974339,6056,1471,5299132
2016-03-08,658,556,12128800,1.08,339627,45.217484178,9687.3198217,15241,0.08,834374018708,5127,1410,2361889
2016-03-09,659,645,13340700,1.19,826080,44.2639001514,9734.80586897,18778,0.05,827740959169,6144,1419,2844403
2016-03-10,660,622,14035500,1.25,437740,40.6541540367,9702.11827298,20652,0.04,857561191972,5791,1416,2880930
2016-03-11,661,470,12350800,1.1,134947,30.2159179764,9922.59247826,12895,0.04,847823812.79,5419,1450,2105532
2016-03-12,662,485,12375400,1.1,332215,32.0277737638,9725.91899981,14181,0.04,866359262566,5057,1423,2225704
2016-03-13,663,582,13009500,1.15,276132,46.3505099019,9346.29667136,19231,0.06,885271033391,5184,1370,3470632
2016-03-14,664,758,13996400,1.24,195842,38.583079694,9676.36902641,18392,0.028857126259,783216106407,6806,1420,2423754
2016-03-15,665,664,12636200,1.12,221688,49.8471863138,9609.05374044,24841,0.0405935730375,813238328252,6026,1412,3625240
2016-03-16,666,529,12879300,1.14,156281,28.7882415189,9918.33425536,13941,0.03,836366246.3,4986,1459,2044789
2016-03-17,667,471,12979400,1.15,510610,27.9910946545,9409.31198896,12156,0.04,843216929965,4626,1386,1886503
2016-03-18,668,788,14849600,1.31,408786,65.831759166,9771.24848866,25821,0.07,849646538709,7153,1443,4480420
2016-03-19,669,644,13006700,1.15,273033,51.939879834,9809.42968517,18791,0.0646193874845,900665074734,6487,1450,3742438
2016-03-20,670,817,13655000,1.2,979776,73.4451664949,9526.46092916,30531,0.07,931891306805,7574,1413,5488441
2016-03-21,671,745,17283300,1.52,819654,53.4521027842,9276.8441752,24996,0.05,868230956847,6265,1375,3794115
2016-03-22,672,833,16789700,1.48,601296,68.553136948,9548.87952539,33149,0.07,924651326761,8625,1419,5013208
2016-03-23,673,561,15365800,1.35,439967,55.4000273818,8365.38369532,23998,0.07,913938051606,5806,1085,4003296
2016-03-24,674,532,16565500,1.45,1231660,81.8480807572,10218.3788392,22338,0.1,1247908278.43,7149,761,5791339
2016-03-25,675,794,19285200,1.69,742739,118.992063643,11004.6616232,30926,0.1,1486221142.49,8257,821,8974537
2016-03-26,676,662,18282700,1.6,505566,103.915237876,9874.40985465,30387,0.1,1875575999.52,6547,737,8448973
2016-03-27,677,736,19298200,1.69,981701,104.865208079,9565.7031819,31588,0.1,1896526144.42,7694,716,6755795
2016-03-28,678,565,17537000,1.53,591183,64.8383956329,10050.5121136,19407,0.07,1859899787.36,5985,752,4972313
2016-03-29,679,546,17031100,1.49,324528,62.9902655,8848.38619169,20919,0.0985,1953791704.54,5478,663,4663104
2016-03-30,680,654,16984700,1.48,324062,57.0877622356,9691.21992223,18366,0.05,1708135590.42,6331,727,4074722
2016-03-31,681,632,16467000,1.44,197875,78.4781635493,9136.61454407,29794,0.07,1820731713.01,6751,686,6545424
2016-04-01,682,387,16163900,1.41,353597,28.9839412542,9884.47438357,10435,0.07,1687896659.99,4676,743,1965074
2016-04-02,683,838,16776400,1.46,438901,205.299015101,9383.41995775,103889,0.1,1757060412.89,9115,710,16725094
2016-04-03,684,537,17571800,1.53,255047,59.4123439604,9586.07144642,20171,0.08,1778103356.69,5436,723,4564741
2016-04-04,685,506,17833100,1.55,296207,43.22023408,10040.3897549,13800,0.06,1882529045.7,5271,758,3237371
2016-04-05,686,542,18159400,1.58,404485,39.5570277265,9339.17571111,13746,0.05,2001245132.88,5427,706,2764059
2016-04-06,687,432,17481400,1.52,253803,37.4133777383,8916.88080235,12964,0.06,1900995658.91,4761,675,2804686
2016-04-07,688,439,17377700,1.51,293003,35.2097178651,8563.79327731,12199,0.05534359,1603600393.96,5433,649,2397115
2016-04-08,689,428,17391700,1.51,535958,42.7809275968,10370.5054026,14790,0.09,1596201405.69,5140,787,3148561
2016-04-09,690,531,14502600,1.26,937009,45.8504558962,9143.13314133,15030,0.05,1738808704.78,5907,695,3061558
2016-04-10,691,521,13205500,1.14,1270300,42.7082937402,9343.02898244,15797,0.064445540001,1624744646.49,6077,711,2915938
2016-04-11,692,482,12947200,1.12,307904,52.1445421234,8816.24533588,15408,0.07,1527653875.06,5815,672,3883392
2016-04-12,693,461,11826700,1.02,607158,39.8818974506,9579.40735226,13405,0.06,1482489209.87,5533,731,2945265
2016-04-13,694,432,10937600,0.944542,411783,31.0853121391,9933.92924501,11598,0.05949163,1503196178.99,5200,759,2160604
2016-04-14,695,579,11927900,1.03,199039,99.571542021,8558.2846079,69192,0.1,1578454768.95,6122,655,8906303
2016-04-15,696,512,11676400,1.01,366008,70.7173112756,9292.97491661,28263,0.070563860875,1467058527.93,6100,712,6111613
2016-04-16,697,385,11497200,0.990496,111910,38.8828789061,9696.44432401,13107,0.070764564114,1424449898.67,4772,744,2824128
2016-04-17,698,463,11365600,0.978342,306365,71.3287327212,9432.80110862,28423,0.1,1472963355.15,5835,725,5925500
2016-04-18,699,383,12039000,1.04,294792,33.4668486557,9463.38095134,11490,0.09,1488538947.06,4970,728,2349657
2016-04-19,700,387,12966100,1.11,279257,37.438448287,9409.01094935,11831,0.07,1520799418.48,4841,725,2669881
2016-04-20,701,418,12979400,1.11,317076,34.9250359882,9268.14578039,11546,0.050401,1529873826.69,5232,715,2349472
2016-04-21,702,392,12296600,1.06,217840,39.2130456002,9678.37890581,14594,0.08563706,1586652607.98,4693,748,3026085
2016-04-22,703,378,11296200,0.96843,142996,35.5187563317,9461.26684367,11792,0.08,1693986193.09,4629,732,2555634
2016-04-23,704,303,11414300,0.977764,111624,28.3835341476,9048.50913206,9847,0.080237130001,1690516546.57,3904,701,2210896
2016-04-24,705,451,12074100,1.03,117386,35.8148356876,9319.37197514,11625,0.08,1623176195.93,4978,723,2594588
2016-04-25,706,364,11946300,1.02,209133,30.479014633,9024.92188537,10114,0.07,1682991312.33,4487,701,1996354
2016-04-26,707,317,11259900,0.962278,339835,28.6744762681,9217.84685027,9934,0.08,1613891311.24,4202,717,2127043
2016-04-27,708,478,10469100,0.894009,300067,44.4975711881,8729.9313573,24359,0.0639805,1561539030.38,4739,680,5317656
2016-04-28,709,447,11056500,0.943459,98147,34.9866491731,9309.23383703,14544,0.0743,1460108604.94,5511,726,2842993
2016-04-29,710,511,10610600,0.904687,101368,49.2336986681,9736.48339193,19162,0.05,1533020408.35,5371,761,4314136
2016-04-30,711,315,10370200,0.883464,127183,28.5591115949,9652.01723869,9170,0.08,1746874147.63,3749,755,2124849
2016-05-01,712,265,10770300,0.916798,64193,23.350564349,8720.76645241,8288,0.08,1741614218.95,3679,683,1701170
2016-05-02,713,507,10712600,0.911209,212997,37.4038004987,9053.27782373,12720,0.04635503,1686616981.28,6086,710,2448111
2016-05-03,714,322,11338900,0.963722,103842,26.914126934,9028.56179332,9270,0.08983651,1666787699.3,4570,709,1751943
2016-05-04,715,363,10803000,0.91748,102053,33.58321506,9624.93621958,11441,0.06468432,1570358201.58,4595,757,2433521
2016-05-05,716,381,10799800,0.916448,76568,33.8059096995,9050.71269605,10458,0.05554472,1718349699.44,4730,713,2266333
2016-05-06,717,312,10696600,0.906994,71046,29.9642368415,8646.75136316,10454,0.08,1677370478,3948,682,2251168
2016-05-07,718,302,10350800,0.877036,110546,25.377348393,9574.29430936,8934,0.07,1614051309.77,4024,756,1759433
2016-05-08,719,362,10400200,0.880503,76975,29.3426525754,9117.84749777,9343,0.05386547,1768921128.94,4521,721,1859897
2016-05-09,720,366,10032500,0.848722,91542,29.4267011215,8688.79012431,10130,0.07896163,1741219328.33,4913,688,1950433
2016-05-10,721,379,9770550,0.825951,134752,29.7230227295,9194.50621016,10851,0.06,1683120874.72,4571,729,2137864
2016-05-11,722,374,9812260,0.828834,51107,37.4105617643,8915.51159528,11844,0.09,1690813498.04,4593,708,2264202
2016-05-12,723,376,10187100,0.859854,88976,43.1870790853,8953.57253596,12918,0.1,1619319102.89,4679,712,3088264
2016-05-13,724,375,10381100,0.875739,66386,47.158865107,9180.41602251,20209,0.1,1678432454.24,4801,731,3344240
2016-05-14,725,275,10051600,0.847938,27725,32.2789856725,9016.47455572,10918,0.1,1594974904.82,3838,719,2084932
2016-05-15,726,443,9941400,0.838644,56531,38.7744818881,9442.99915193,12131,0.05242739,1669654498.89,4809,754,2552229
2016-05-16,727,464,9796400,0.826412,107300,71.1650516004,9024.02851349,19658,0.1,1835243894.23,5353,722,4204199
2016-05-17,728,357,9700450,0.818318,125123,34.7232108145,8805.63453513,11266,0.05209272,1775440635.24,4442,705,2396070
2016-05-18,729,315,9638580,0.813099,214210,31.3771639162,8682.28829093,9403,0.0799,1708851153.16,4136,696,1775861
2016-05-19,730,428,9963010,0.840467,139069,36.7278759358,8943.67310853,12901,0.05,1700667326.41,4797,718,2622912
2016-05-20,731,415,10180100,0.858781,314964,42.4425819761,9117.32540944,12894,0.07,1696253483.14,4846,733,2373231
2016-05-21,732,424,11148000,0.940434,115767,43.0884397411,8743.80201459,12741,0.1,1632388217.59,4684,704,2501342
2016-05-22,733,435,11561800,0.975337,194865,37.9962331244,9003.67548563,11961,0.05,1678759677.47,4968,726,2277875
2016-05-23,734,321,11125300,0.938519,120334,28.6552969493,8846.10986566,9712,0.1,1654839844.28,4428,714,1888443
2016-05-24,735,311,10932800,0.914471,220308,37.2045551203,8796.89295253,11267,0.08,1716070347.18,3872,711,2761775
2016-05-25,736,497,10758600,0.899239,87610,76.6814736442,8675.05203421,20719,0.1,1627048731.31,5328,703,4488519
2016-05-26,737,321,10366800,0.865867,100025,26.7653382339,9056.49826374,9452,0.06,1536803243.49,4023,734,1913259
2016-05-27,738,486,10306700,0.860189,151612,69.2794509218,8170.41581954,18057,0.12,1589317700.05,4572,664,5044759
2016-05-28,739,361,10333800,0.861864,174774,29.7893171085,9253.22908289,10628,0.05,1520119800.91,4523,752,2170116
2016-05-29,740,358,11139000,0.928311,188141,57.6001280581,8905.01685756,16080,0.1,1614067913.25,4142,725,4827036
2016-05-30,741,491,10573600,0.880528,66482,56.8243611174,8638.76154462,19421,0.07,1566994144.78,5509,704,4187431
2016-05-31,742,397,10932000,0.909725,156718,42.8976398507,9227.62607338,13092,0.1,1560441851.86,4827,753,3127388
2016-06-01,743,644,11234300,0.934166,105338,78.9086126396,8256.68712755,20725,0.1,1600289358.25,5966,675,4475439
2016-06-02,744,355,10992500,0.913437,39987,31.0087785765,9361.78844716,10857,0.082112000303,1552919821.23,4634,766,2118717
2016-06-03,745,359,11159300,0.926588,74145,28.0856443693,8787.13885663,9326,0.070000000001,1672749284.19,4808,720,1646628
2016-06-04,746,348,11340400,0.940914,91404,36.3396306454,8419.99846693,13917,0.08218217,1673507908.79,4060,691,3282974
2016-06-05,747,480,11742600,0.973615,87680,37.1916712276,9260.53995619,11837,0.047941002553,1711731588.7,5754,761,2406952
2016-06-06,748,397,12135000,1.01,89836,41.7369739555,8275.40315874,12716,0.09,1740140446.25,4546,681,3068066
2016-06-07,749,304,12082300,1,86376,26.706014664,8737.70733927,10014,0.098261646768,1668973832.92,4060,720,1803945
2016-06-08,750,396,12232100,1.01,70837,34.5779518305,9223.98624748,13782,0.08,1685975625.49,4735,761,2919921
2016-06-09,751,383,12029500,0.994472,483161,39.2228494812,8700.113304,14168,0.1,1825564278.91,4390,719,2955247
2016-06-10,752,359,13495300,1.11,267163,30.9757979558,8364.64259507,10233,0.09089226009,1754037347.36,4701,692,1918539
2016-06-11,753,542,13832200,1.14,207863,37.0145072634,8787.17251947,12482,0.0417609,1747044803.43,6000,728,2343015
2016-06-12,754,389,13806400,1.14,285841,40.3954125744,8966.85601221,12559,0.1,1825930002.49,4603,744,2718261
2016-06-13,755,531,15197600,1.25,276844,50.2561846485,8749.73687374,16749,0.07,1762938990.38,5744,727,3546812
2016-06-14,756,408,15568200,1.28,268605,37.8652943557,8617.04500564,12680,95,1901794251.95,5050,717,2479517
2016-06-15,757,525,16664500,1.37,334636,65.376784735,8507.53525588,19842,0.1,1950688861.86,5697,709,4622230
2016-06-16,758,587,17829600,1.47,349747,67.6173968865,8500.07489605,21029,0.06444701,1839012485.56,6551,710,4867779
2016-06-17,759,471,19121000,1.57,643511,51.3606638097,8951.69281238,14926,95,1812149835.25,5298,748,3551522
2016-06-18,760,902,21492400,1.77,2663250,95.7188840462,8315.18858358,27234,0.06,1995680871.58,8595,696,6550734
2016-06-19,761,623,24740500,2.03,663871,52.8479298431,8857.76851322,16785,0.06254135,1920017002.13,7147,742,3074141
2016-06-20,762,554,22717200,1.86,570846,53.5052190795,8488.40090218,19232,0.08,1992396405.64,5970,712,3902451
2016-06-21,763,538,22278200,1.83,543359,46.38249515,8346.12645066,13980,0.0819149001045,1948408800.8,6094,701,2722236
2016-06-22,764,464,19621200,1.61,376492,40.6286890797,8701.21630153,12805,0.06714244,1937791026.77,5220,732,2777624
2016-06-23,765,432,18208400,1.49,198638,35.8844828553,8203.38857335,11967,0.07,1904866581.1,4904,691,2383494
2016-06-24,766,383,19077300,1.56,241911,35.8292948754,9045.99608535,13255,75,1880280118.67,4750,763,2940189
2016-06-25,767,412,19305300,1.58,168083,33.5064258033,8205.1140742,11551,0.06195154,1958291410.12,4976,693,2235234
2016-06-26,768,373,19071300,1.56,75189,29.3695435444,8454.92201773,9978,0.06458027,1921592461.58,4546,715,1890759
2016-06-27,769,450,18138600,1.48,184373,35.0289296681,8618.84547033,16229,0.0600000000005,1915894579.14,5401,730,3226390
2016-06-28,770,531,18129100,1.48,173566,49.3617675854,8371.45980105,14982,0.08,1858815675.01,6143,710,3066874
2016-06-29,771,505,18335500,1.49,314944,50.112616058,8969.70056319,15799,0.1,1947468563.67,5862,762,3512646
2016-06-30,772,473,18945900,1.54,232728,37.652314586,8255.26596541,14621,0.08,2048043628.15,5449,702,2968469
2016-07-01,773,418,19525900,1.59,148728,35.0585157904,8337.54525553,10790,0.1,1995923102.63,5309,710,1973689
2016-07-02,774,497,20444700,1.66,228270,36.7532315141,8630.06942826,11862,0.05,1991615468.63,5118,736,2311738
2016-07-03,775,578,21541800,1.75,326072,45.9638173612,8841.58720877,15669,0.05470758,2114507751.91,5983,755,3168690
2016-07-04,776,464,20912300,1.7,151474,46.0854381959,8746.37639215,12160,0.1,2313819806.34,5068,748,2915668
2016-07-05,777,491,21078100,1.71,154989,39.0220889636,8232.59186497,13870,0.07,2357376900.41,5280,705,2776859
2016-07-06,778,697,21273100,1.73,510090,65.1103892787,8340.92016392,20343,0.06219191,2361114957.49,7075,716,4631374
2016-07-07,779,729,23934100,1.94,1565910,71.7293193701,8867.79373534,21977,0.083846955,2399162316.79,7049,762,5112585
2016-07-08,780,546,23471600,1.9,433750,57.7141699424,8491.05954895,16525,0.09,2660403594.46,6055,731,4373962
2016-07-09,781,429,24528700,1.99,307833,35.669315176,7966.80206366,11349,75,2687431472.2,5153,686,2195259
